protein_id,gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,neg_log10_p,color_category
Q86WA6,BPHL,6.543650025353411,21.731947764117535,6.1780695815601705,0.0016943817901342083,0.019369676708192767,-0.5582429734481833,1.7128776278621816,Enriched (Pulldown)
O75691,UTP20,1.534937314271879,26.913933321126862,6.17436831236716,0.001698907000389308,0.019374153554317975,-0.560958330065108,1.7127772624845723,Enriched (Pulldown)
P18850,ATF6,-4.2549746689572,19.998459853759613,-6.17057134810896,0.0017035640478789563,0.019380108476720066,-0.5637456085241226,1.7126437963921115,Depleted (Input)
O15091,PRORP,6.543192710346105,21.73171910661388,6.1672013251431075,0.0017077100775317509,0.019380235189809483,-0.5662209354032735,1.7126409568509562,Enriched (Pulldown)
O75909,CCNK,6.529011063261329,21.724628283071493,6.1586710938752525,0.0017182579135026118,0.01945283777919503,-0.5724926374203303,1.71101703485512,Enriched (Pulldown)
P11234,RALB,6.519895872233814,21.720070687557737,6.153303990330857,0.0017249339021612427,0.019465530777096198,-0.5764432171413514,1.7107337496431632,Enriched (Pulldown)
Q9UNN8,PROCR,6.515987371272988,21.718116437077327,6.151099195123608,0.001727685257792195,0.019465530777096198,-0.5780671180733608,1.7107337496431632,Enriched (Pulldown)
Q9BUB7,TMEM70,6.513981690963448,21.717113596922555,6.142671223514297,0.0017382503700766512,0.019537600682372338,-0.5842800154247536,1.7091287709338026,Enriched (Pulldown)
O43759,SYNGR1,6.492910025042935,21.706577763962297,6.13064663069773,0.0017534564984125905,0.019619576138800842,-0.5931591831622498,1.70731037934997,Enriched (Pulldown)
Q7Z7H8,MRPL10,6.496244881181745,21.7082451920317,6.130285504943464,0.0017539155967906022,0.019619576138800842,-0.5934261165371746,1.70731037934997,Enriched (Pulldown)
Q9H299,SH3BGRL3,-8.453193848589901,22.097569443575964,-6.120590414652384,0.001766294161750144,0.01964965694208124,-0.6005983720661447,1.706645027449453,Depleted (Input)
Q9Y324,FCF1,6.754917328436953,21.83758141565931,6.120523119714639,0.0017663804428397446,0.01964965694208124,-0.6006481956783674,1.706645027449453,Enriched (Pulldown)
Q96HY7,DHTKD1,6.512658013294256,21.716451758087956,6.118340285226892,0.0017691818283674598,0.01964965694208124,-0.6022646151229845,1.706645027449453,Enriched (Pulldown)
Q6P158,DHX57,6.48398439160832,21.70211494724499,6.1126189956530546,0.0017765492911492105,0.019684838126752598,-0.6065040678322715,1.7058681521690102,Enriched (Pulldown)
Q8N9Z2,CCDC71L,6.456110593453953,21.688178048167803,6.0932616543243,0.0018017462840706528,0.019731697822531574,-0.6208774374665227,1.7048355440821834,Enriched (Pulldown)
P06576,ATP5F1B,-1.5917155039880235,30.329728674089157,-6.091895690997559,0.0018035402077813281,0.019731697822531574,-0.6218934358656938,1.7048355440821834,Depleted (Input)
Q96EK5,KIFBP,6.452206227990914,21.686225865436285,6.091567732573289,0.0018039712303958239,0.019731697822531574,-0.6221374041535377,1.7048355440821834,Enriched (Pulldown)
Q9Y3B9,RRP15,-1.7567569291103524,26.322992458499105,-6.084964920467881,0.0018126749649258805,0.019731697822531574,-0.6270520421168531,1.7048355440821834,Depleted (Input)
P04183,TK1,6.472615104078056,21.696430303479858,6.084645939211767,0.0018130966952629335,0.019731697822531574,-0.6272896032639625,1.7048355440821834,Enriched (Pulldown)
Q00577,PURA,6.441881769294319,21.681063636087988,6.073236523245923,0.0018282577131549704,0.019731697822531574,-0.6357949783248324,1.7048355440821834,Enriched (Pulldown)
Q9HD45,TM9SF3,6.532265448086868,21.726255475484262,6.072957294218419,0.0018286306290962017,0.019731697822531574,-0.6360033357204609,1.7048355440821834,Enriched (Pulldown)
Q8IVH2,FOXP4,-4.267040556204577,20.004492797383303,-6.070814575297725,0.0018314952628796896,0.019731697822531574,-0.637602526443203,1.7048355440821834,Depleted (Input)
Q9P275,USP36,6.430561667048224,21.67540358496494,6.0706309541928425,0.0018317409950667307,0.019731697822531574,-0.6377395959749217,1.7048355440821834,Enriched (Pulldown)
Q96MX3,ZNF48,-4.303833432780223,20.022889235671126,-6.0694181263149325,0.001833365047936605,0.019731697822531574,-0.6386450522772664,1.7048355440821834,Depleted (Input)
Q9UET6,FTSJ1,6.432215048693454,21.676230275787557,6.06769356682384,0.001835677269096037,0.019731697822531574,-0.6399328618962254,1.7048355440821834,Enriched (Pulldown)
P62330,ARF6,6.430640911997511,21.675443207439585,6.06611609205372,0.0018377952995499627,0.019731697822531574,-0.6411111571365957,1.7048355440821834,Enriched (Pulldown)
Q9BU23,LMF2,3.6270723695473315,23.727188001209772,6.066094437123157,0.0018378243950723336,0.019731697822531574,-0.6411273344257662,1.7048355440821834,Enriched (Pulldown)
O75592,MYCBP2,6.463300262793844,21.69177288283775,6.064686954837377,0.0018397166521114353,0.019731697822531574,-0.6421789162229237,1.7048355440821834,Enriched (Pulldown)
Q86TV6,TTC7B,-4.309709816757245,20.025827427659635,-6.057111151872326,0.0018499413526696146,0.01974093330798477,-0.6478432714305855,1.7046323186914083,Depleted (Input)
O95758,PTBP3,6.437393357211242,21.678819430046445,6.055585434107961,0.0018520086468966387,0.01974093330798477,-0.6489848923253927,1.7046323186914083,Enriched (Pulldown)
Q4G176,ACSF3,-4.203573503113251,19.97275927083764,-6.0546973077149975,0.00185321328259298,0.01974093330798477,-0.6496495666898863,1.7046323186914083,Depleted (Input)
Q96GW9,MARS2,6.412693064790066,21.666469283835863,6.046431555895862,0.0018644692399938706,0.01981579892936796,-0.6558403329576734,1.7029884131798396,Enriched (Pulldown)
P20339,RAB5A,1.4602717980960556,25.70132018197798,6.039290973409381,0.0018742579911474723,0.01982480316118674,-0.6611951860524314,1.702791116062556,Enriched (Pulldown)
Q9NNW5,WDR6,6.389161516674715,21.654703509778187,6.034396359029279,0.001881002872074065,0.01982480316118674,-0.6648693927982361,1.702791116062556,Enriched (Pulldown)
Q92734,TFG,3.2775729166727317,28.159718106265462,6.031104289703444,0.001885555525853938,0.01982480316118674,-0.6673422977816079,1.702791116062556,Enriched (Pulldown)
Q9NRW3,APOBEC3C,6.447129922189653,21.683687712535654,6.02962275989583,0.0018876085982858861,0.01982480316118674,-0.6684556175367282,1.702791116062556,Enriched (Pulldown)
O94832,MYO1D,6.383798678038268,21.652022090459962,6.022596658884264,0.0018973812124804393,0.01982480316118674,-0.6737392043642627,1.702791116062556,Enriched (Pulldown)
P55795,HNRNPH2,-1.6249627322552982,26.92427120285517,-6.0222613197008075,0.001897849127029424,0.01982480316118674,-0.6739915307073252,1.702791116062556,Depleted (Input)
P09429,HMGB1,-3.014030796703068,28.776499954816927,-6.021369180339553,0.0018990946342131872,0.01982480316118674,-0.6746628899804517,1.702791116062556,Depleted (Input)
O43808,SLC25A17,6.374899894979091,21.647572698930375,6.021326396465244,0.0018991543886009913,0.01982480316118674,-0.6746950885007301,1.702791116062556,Enriched (Pulldown)
P48047,ATP5PO,-1.6425565550874879,28.40771128337911,-6.014072380640708,0.0019093179124317215,0.01988660679014995,-0.680157644579741,1.7014393133074277,Depleted (Input)
O14656,TOR1A,6.3522614067533745,21.636253454817517,5.994892733872328,0.0019365010056951425,0.020124548738579835,-0.6946322255828612,1.6962738492230471,Enriched (Pulldown)
Q8WUX9,CHMP7,-4.340366905958877,20.041155972260455,-5.9919233591822865,0.0019407501663832056,0.020124548738579835,-0.6968772683776017,1.6962738492230471,Depleted (Input)
Q9BRA2,TXNDC17,-1.5602319020545288,26.1990343881229,-5.983376859868281,0.0019530416951815284,0.020207298952132063,-0.7033451350263311,1.6944917334208625,Depleted (Input)
P21964,COMT,6.3241288245550535,21.622187163718355,5.967997541893625,0.001975392258271968,0.020393531970309943,-0.7150070135199629,1.6905075519374926,Enriched (Pulldown)
P35659,DEK,-1.5760895382116793,29.36185969305571,-5.9546160885098045,0.001995085159831364,0.02055156954753759,-0.7251780938385561,1.6871550049409558,Depleted (Input)
Q14258,TRIM25,6.306332283458179,21.61328889316992,5.947728179962486,0.0020053120313535126,0.020611617304723495,-0.7304222898107042,1.685887929668646,Enriched (Pulldown)
Q86Y07,VRK2,6.32051334229077,21.62037942258621,5.94354242226524,0.0020115570692317186,0.02061513716774019,-0.7336120887727038,1.685813771170919,Enriched (Pulldown)
Q96CB9,NSUN4,6.453266817755555,21.686756160318605,5.939142881142348,0.0020181458068484165,0.02061513716774019,-0.7369671850341302,1.685813771170919,Enriched (Pulldown)
P04083,ANXA1,6.80792973399603,21.86408761843884,5.938673950664868,0.002018849575419831,0.02061513716774019,-0.7373249361012846,1.685813771170919,Enriched (Pulldown)
Q9BRR6,ADPGK,6.392024991568022,21.65613524722484,5.934669962108517,0.0020248705433647813,0.020631670079892892,-0.7403807436552512,1.6854656155980945,Enriched (Pulldown)
P0DMV8,HSPA1A,-1.4415797599974702,30.229124108124335,-5.926496134203385,0.002037227746061621,0.020677473418452053,-0.7466252227271593,1.6845025288014992,Depleted (Input)
Q8N0U8,VKORC1L1,6.285345621589311,21.602795562235485,5.925862629721104,0.0020381891869692445,0.020677473418452053,-0.7471095476851657,1.6845025288014992,Enriched (Pulldown)
Q8N183,NDUFAF2,-3.7284600218974475,24.85219024480305,-5.922836171546041,0.002042789695480592,0.02067938510306163,-0.749424027306647,1.6844623790363888,Depleted (Input)
P38435,GGCX,6.262950019068114,21.59159776097489,5.915325252552076,0.002054260023829526,0.020707135536808786,-0.7551730032160346,1.6838799738538979,Enriched (Pulldown)
P12236,SLC25A6,1.7284533968030367,28.90417844445149,5.915255450645096,0.002054366977729056,0.020707135536808786,-0.7552264642233739,1.6838799738538979,Enriched (Pulldown)
Q9UJX2,CDC23,6.347283181557344,21.633764342219497,5.911565043260677,0.002060030962801955,0.02071531448765158,-0.758053812638205,1.6837084691136979,Enriched (Pulldown)
P51991,HNRNPA3,-1.4428102444438409,29.067413916407016,-5.9086104061134055,0.0020645789742724206,0.02071531448765158,-0.760318707483723,1.6837084691136979,Depleted (Input)
P82663,MRPS25,-1.4932768522242021,26.35019434730289,-5.906109622626698,0.002068437631794525,0.02071531448765158,-0.7622365639668169,1.6837084691136979,Depleted (Input)
Q8N3Z3,GTPBP8,6.264372298804616,21.592308900843136,5.899375192724628,0.0020788710762601106,0.02077541307981053,-0.7674051638027981,1.68245033233332,Enriched (Pulldown)
Q9NVN8,GNL3L,6.253145958372414,21.58669573062703,5.89180690749654,0.0020906705271377876,0.020848878214244276,-0.7732206211940467,1.680917307523317,Enriched (Pulldown)
Q8N3Z6,ZCCHC7,6.855537688912538,21.8878915958971,5.88843815112758,0.0020959480238831934,0.020857130335330206,-0.7758115131790193,1.6807454449633155,Enriched (Pulldown)
Q13217,DNAJC3,6.701153995570202,21.810699749225932,5.883170695101078,0.002104231539701002,0.020895197513937702,-0.7798655833775685,1.6799535192890644,Enriched (Pulldown)
O95716,RAB3D,6.234107064709761,21.57717628379571,5.88025194630749,0.0021088381337648135,0.02089666878003315,-0.782113506889079,1.6799229409587053,Enriched (Pulldown)
Q8NBS9,TXNDC5,-2.5438948288279235,26.918166492630533,-5.8641078501541095,0.002134533784717705,0.021106666348041946,-0.7945668093966214,1.6755803550854225,Depleted (Input)
Q5T7V8,GORAB,-4.304390701883619,20.023167870222824,-5.8595671462665395,0.002141827353638315,0.02113419959263744,-0.7980754446908982,1.6750141953903561,Depleted (Input)
Q92979,EMG1,-2.7066146591567204,26.690542316322905,-5.856617768685323,0.0021465805715257767,0.021136603232649823,-0.8003558655478722,1.6749648049115757,Depleted (Input)
Q13158,FADD,-4.40737351959309,20.07465927907756,-5.848042228622432,0.0021604717124330585,0.02122878598778563,-0.8069927003733808,1.6730748411557628,Depleted (Input)
Q9BX68,HINT2,-1.4826199453493523,26.93375845793871,-5.843696794627497,0.0021675511272404467,0.021253791074008314,-0.8103593493680359,1.6725635928760592,Depleted (Input)
P07910,HNRNPC,-1.8121282948487583,31.022918028565638,-5.83264359023762,0.002185682164264759,0.021386831532168946,-0.81893382201494,1.669853551567842,Depleted (Input)
P49674,CSNK1E,6.161598012455421,21.54092175766854,5.817504753075625,0.002210805931084013,0.021587598747897434,-0.8307032445828639,1.6657956628318331,Enriched (Pulldown)
Q9UPT9,USP22,6.176828869897765,21.54853718638971,5.811419111009797,0.0022210012033409225,0.021642063700746162,-0.8354427561501616,1.6647013290038506,Enriched (Pulldown)
P62277,RPS13,1.4333913409031886,29.281186244345367,5.794843043812661,0.0022490532916697526,0.02186994352293803,-0.848376535683518,1.6601523384853643,Enriched (Pulldown)
Q8IYS1,PM20D2,-4.447991516255261,20.094968277408643,-5.776028900307826,0.0022814002817229894,0.022138557185166982,-0.8630998029485815,1.6548506863903834,Depleted (Input)
Q6NTF9,RHBDD2,6.1306065960829805,21.52542604948232,5.762430634363657,0.0023051211551520087,0.022245956632399297,-0.8737699897459006,1.6527489137532405,Enriched (Pulldown)
Q9ULJ7,ANKRD50,6.184377632026187,21.552311567453923,5.761791184176188,0.0023062437487432015,0.022245956632399297,-0.8742723423691974,1.6527489137532405,Enriched (Pulldown)
Q53EZ4,CEP55,6.1025104820684035,21.51137799247503,5.761135532096461,0.0023073954544952503,0.022245956632399297,-0.874787478626339,1.6527489137532405,Enriched (Pulldown)
O75400,PRPF40A,-1.4878875925153778,26.361411082065157,-5.758544702774527,0.0023119530882724,0.022245956632399297,-0.8768236043877851,1.6527489137532405,Depleted (Input)
P62910,RPL32,1.5348502831763362,29.0160185270271,5.755499594440943,0.0023173234263049436,0.022245956632399297,-0.8792178674767328,1.6527489137532405,Enriched (Pulldown)
P62854,RPS26,1.752319201252078,29.04655057410262,5.753450334486462,0.002320945763439995,0.022245956632399297,-0.8808298115568043,1.6527489137532405,Enriched (Pulldown)
P62937,PPIA,-1.9443574811070619,30.84330064186366,-5.749566054843899,0.0023278300588186513,0.022266407113638816,-0.8838866852946117,1.6523498546590003,Depleted (Input)
Q15361,TTF1,6.091131439599128,21.50568847124039,5.733665312268037,0.0023562636403880242,0.0224468448029442,-0.8964209399762098,1.6488446961293368,Enriched (Pulldown)
Q13433,SLC39A6,6.072985442547079,21.49661547271437,5.732790269135422,0.0023578402245699594,0.0224468448029442,-0.8971116820597427,1.6488446961293368,Enriched (Pulldown)
Q5TEC6,H3-7,1.490687270392506,29.032078230636547,5.726747965509961,0.002368760747521352,0.0224468448029442,-0.9018841027538427,1.6488446961293368,Enriched (Pulldown)
P61956,SUMO2,-4.1048050466679875,29.270675769274217,-5.726418966606542,0.0023693570698626494,0.0224468448029442,-0.902144095128385,1.6488446961293368,Depleted (Input)
Q5VUA4,ZNF318,-4.433347434226157,20.087646236394093,-5.725711664311586,0.0023706396794233794,0.0224468448029442,-0.9027030910504292,1.6488446961293368,Depleted (Input)
O94966,USP19,6.068946907320331,21.49459620510099,5.717270401357151,0.0023860102035080273,0.022522299847265486,-0.9093794755025684,1.647387263910457,Enriched (Pulldown)
Q86WA8,LONP2,-4.466962616685898,20.10445382762396,-5.716062560209077,0.002388219121845732,0.022522299847265486,-0.9103355507853248,1.647387263910457,Depleted (Input)
Q9UMY1,NOL7,1.423012326116865,26.573796550791588,5.712050686220779,0.002395573401423597,0.022538842033635462,-0.9135125568584499,1.6470684002384794,Enriched (Pulldown)
Q96RY7,IFT140,6.270045269400889,21.59514538614127,5.706996843731782,0.002404875734714857,0.022538842033635462,-0.9175177167263788,1.6470684002384794,Enriched (Pulldown)
Q8NC60,NOA1,6.073446531921867,21.496846017401765,5.704822683689419,0.0024088906744041097,0.022538842033635462,-0.9192417700567574,1.6470684002384794,Enriched (Pulldown)
Q53T59,HS1BP3,-4.424397573338247,20.083171305950142,-5.704650801784615,0.0024092084187862955,0.022538842033635462,-0.919378094607235,1.6470684002384794,Depleted (Input)
O00442,RTCA,-4.493834428682348,20.11788973362219,-5.69105126000069,0.0024345059676585084,0.022730138387281728,-0.9301766516390915,1.6433979201637285,Depleted (Input)
Q9Y276,BCS1L,3.131735038135698,23.36123919484994,5.67130684144563,0.0024717929611553662,0.022992516021808,-0.9458980294169415,1.638413502214854,Enriched (Pulldown)
O60684,KPNA6,1.687225458021402,27.980400765289115,5.670978311760772,0.002472419047363182,0.022992516021808,-0.9461600564306094,1.638413502214854,Enriched (Pulldown)
O75475,PSIP1,-1.870051136109236,27.0270283563009,-5.663623247426152,0.0024864847510643992,0.02307753272918582,-0.9520300235870138,1.6368106244321352,Depleted (Input)
P08708,RPS17,2.5058366315362832,29.69380027106121,5.641492565810822,0.0025293787271524013,0.023429245245382025,-0.9697356034560434,1.6302417016311808,Enriched (Pulldown)
P23610,F8A1,-4.482454411925264,20.112199725243652,-5.635674397240246,0.002540799777541771,0.023488616483901933,-0.9744012523843217,1.6291425630905196,Depleted (Input)
Q7L775,EPM2AIP1,-4.496706167667959,20.11932560311499,-5.616229290359572,0.002579413322767214,0.02371508659255085,-0.990027332682808,1.6249752852394617,Depleted (Input)
Q9BQ75,CMSS1,5.95079095822215,21.435518230551903,5.6162106826158835,0.0025794506028735294,0.02371508659255085,-0.990042310115208,1.6249752852394617,Enriched (Pulldown)
Q9NQS3,NECTIN3,5.947408697848427,21.433827100365047,5.615698661443661,0.002580476672114558,0.02371508659255085,-0.9904544558133219,1.6249752852394617,Enriched (Pulldown)
Q8IVD9,NUDCD3,-4.4652235809388685,20.103584309750445,-5.61262186808118,0.0025866525632385912,0.023725323999802893,-0.9929318267328533,1.6247878480106495,Depleted (Input)
Q9NW75,GPATCH2,-4.399023540458192,20.07048428951011,-5.605792176091598,0.0026004237192453856,0.023800879609537202,-0.9984354956179429,1.6234069924178922,Depleted (Input)
Q86YN1,DOLPP1,5.993218624315926,21.456732063598793,5.603509261085186,0.002605046136055597,0.023800879609537202,-1.0002765671236729,1.6234069924178922,Enriched (Pulldown)
Q9NWB7,IFT57,6.021124946417366,21.47068522464951,5.593451806983899,0.0026255258077859125,0.02394132190874041,-1.0083958118085112,1.6208518739036273,Enriched (Pulldown)
Q8WUX2,CHAC2,-4.538429224821776,20.140187131691903,-5.585325936529522,0.0026422107074352144,0.024046682690774465,-1.0149656639909557,1.6189448273342433,Depleted (Input)
Q969N2,PIGT,-4.451558799751002,20.096751919156517,-5.553593720998775,0.002708572676624606,0.024588857577646957,-1.0407069164565872,1.6092616485386113,Depleted (Input)
Q9BVL4,SELENOO,-4.510397217962652,20.126171128262342,-5.551849737945241,0.00271227637457723,0.024588857577646957,-1.0421255929234041,1.6092616485386113,Depleted (Input)
P47928,ID4,-4.558221355272483,20.150083196917254,-5.544419484327759,0.002728122911118848,0.024684772363733665,-1.048174502433925,1.6075708733717413,Depleted (Input)
Q08378,GOLGA3,-4.489018054593558,20.115481546577794,-5.5343714513109115,0.002749725929256564,0.02483230333415321,-1.0563664603402056,1.6049829953500503,Depleted (Input)
Q9P219,CCDC88C,-4.564189661907889,20.153067350234963,-5.523100359964711,0.002774198331388588,0.025005129960035212,-1.065571911770344,1.6019708839365698,Depleted (Input)
Q86UU1,PHLDB1,-6.690175625895179,23.964755510854378,-5.518551319768804,0.002784147940638521,0.025046643757721206,-1.069292161798474,1.6012504612201306,Depleted (Input)
Q9NQ55,PPAN,1.393007318572863,26.663438239521653,5.515080475413026,0.002791767560352091,0.02506707769228017,-1.0721325528885552,1.6008962929301862,Enriched (Pulldown)
P46778,RPL21,1.4692946152461737,29.486656510777404,5.510353926183071,0.002802183324562049,0.02508116949906415,-1.0760032064291565,1.6006522168385908,Enriched (Pulldown)
Q9BUV8,RAB5IF,6.19331353512009,21.55677951900087,5.509513815537998,0.0028040394319414582,0.02508116949906415,-1.0766915073620247,1.6006522168385908,Enriched (Pulldown)
Q6ZUT1,NKAPD1,-4.355355192112679,20.048650115337352,-5.502399576240282,0.00281981544023585,0.02515719720428273,-1.0825240603737774,1.59933774583879,Depleted (Input)
P31040,SDHA,-1.6604070396300301,26.669675722136038,-5.500846134566816,0.0028232741048544304,0.02515719720428273,-1.083798558951381,1.59933774583879,Depleted (Input)
Q96RS0,TGS1,-4.588074927659051,20.16500998311054,-5.489383145405978,0.0028489506795409325,0.025295018886091872,-1.0932134271146516,1.596964991996769,Depleted (Input)
Q96DT7,ZBTB10,-4.6083337547551295,20.17513939665858,-5.489047486656414,0.002849706667263613,0.025295018886091872,-1.093489384511769,1.596964991996769,Depleted (Input)
P98179,RBM3,-1.794991567412886,29.345870399141123,-5.486730418444231,0.002854931724075656,0.025295018886091872,-1.0953947534181943,1.596964991996769,Depleted (Input)
P19086,GNAZ,-4.58890190328459,20.16542347092331,-5.483668695722384,0.002861853282341152,0.025298439252528768,-1.0979135966988283,1.5969062711136135,Depleted (Input)
Q9BTT0,ANP32E,-2.1488647736166087,27.460608549364007,-5.48178878764791,0.0028661129172376306,0.025298439252528768,-1.099460813200193,1.5969062711136135,Depleted (Input)
Q96CX2,KCTD12,-1.4681406386776281,25.705491332743772,-5.469138057831935,0.002894972505632436,0.025505143108833138,-1.1098853574227014,1.5933722353085567,Depleted (Input)
Q8TD55,PLEKHO2,-4.613316419460929,20.17763072901148,-5.466270237156075,0.0029015621581976532,0.025515237965239024,-1.112251583439389,1.593200376910105,Depleted (Input)
L0R819,ASDURF,-4.538587377031952,20.140266207796987,-5.461753885141838,0.002911975572043251,0.025558856753121195,-1.115980304137464,1.5924585760580465,Depleted (Input)
Q96HA7,TONSL,-4.61785171206661,20.17989837531432,-5.4538749502986414,0.002930247488774294,0.02567115884090676,-1.1224919266779079,1.59055452607528,Depleted (Input)
Q96DF8,ESS2,-4.613032321566244,20.17748868006414,-5.446006131267865,0.002948630582569134,0.025769166092297676,-1.1290037490354834,1.5888996352858578,Depleted (Input)
Q96T76,MMS19,-4.6400685142358995,20.191006776398964,-5.443731707390844,0.0029539693063999374,0.025769166092297676,-1.1308875384825097,1.5888996352858578,Depleted (Input)
P04637,TP53,-1.3399370257569458,27.35014904479553,-5.442048070339753,0.0029579286020175273,0.025769166092297676,-1.1322824704679757,1.5888996352858578,Depleted (Input)
P62310,LSM3,-1.5550152641129245,26.53001876152858,-5.436169621569683,0.002971801537738788,0.02584199222148738,-1.1371559785467102,1.5876740085776018,Depleted (Input)
Q5VZE5,NAA35,5.867363007706924,21.393804255294295,5.409053232171608,0.0030367934461798043,0.026358242374527305,-1.1596988128611558,1.5790835528220961,Enriched (Pulldown)
O14529,CUX2,-4.6655302696966565,20.203737654129345,-5.404218176580067,0.003048556681706186,0.026411432841325126,-1.163729113524992,1.5782080373314638,Depleted (Input)
Q9NVH0,EXD2,-1.6153283736012831,24.77295773888949,-5.37160362278,0.003129318185139017,0.027061096556727993,-1.1910005201254634,1.567654609109897,Depleted (Input)
A0JLT2,MED19,-4.6709796586295695,20.206462348595796,-5.352495683756926,0.003177801106157183,0.027327571803107745,-1.2070472955820932,1.5633989559166013,Depleted (Input)
Q15006,EMC2,-1.3552070082531067,26.804481058349577,-5.351607193733748,0.003180076866306094,0.027327571803107745,-1.2077946946780713,1.5633989559166013,Depleted (Input)
Q9NWV8,BABAM1,-4.696237084330196,20.21909106144611,-5.3487194311709425,0.0031874867520278907,0.027327571803107745,-1.2102246520938689,1.5633989559166013,Depleted (Input)
P30622,CLIP1,-4.611014597333416,20.176479817947722,-5.3476233392917685,0.0031903045878186854,0.027327571803107745,-1.2111472847984848,1.5633989559166013,Depleted (Input)
Q96HE7,ERO1A,-1.2725550472887903,26.22127825427637,-5.346820789975699,0.0031923696386861418,0.027327571803107745,-1.2118229360414396,1.5633989559166013,Depleted (Input)
P51572,BCAP31,-1.5815276995539058,28.53756480670953,-5.345754349774718,0.003195116139983581,0.027327571803107745,-1.2127208924400756,1.5633989559166013,Depleted (Input)
Q9H553,ALG2,-4.70432187329266,20.223133455927343,-5.336891664962604,0.003218048685921048,0.02741623783440768,-1.2201895882057965,1.5619921410802744,Depleted (Input)
Q92859,NEO1,-4.710057241973892,20.226001140267957,-5.335389250198342,0.0032219553739575232,0.02741623783440768,-1.2214567900731632,1.5619921410802744,Depleted (Input)
P09936,UCHL1,-2.430347036443493,27.92666891067053,-5.334975905300975,0.0032230311599655715,0.02741623783440768,-1.221805478985627,1.5619921410802744,Depleted (Input)
Q8WUR7,C15orf40,-4.688499629013599,20.21522233378781,-5.328722798944094,0.0032393572758857223,0.027500278797868125,-1.2270834084487916,1.5606629032693033,Depleted (Input)
P0DPI2,GATD3,-1.4075099579943355,26.553880969681632,-5.326209330948547,0.003245946985880477,0.027500278797868125,-1.2292064554302673,1.5606629032693033,Depleted (Input)
P07902,GALT,-4.670877755946275,20.206411397254147,-5.323529213180201,0.003252990956731819,0.027500278797868125,-1.2314712500111646,1.5606629032693033,Depleted (Input)
Q86UL3,GPAT4,-4.71742545872193,20.22968524864198,-5.322242027711305,0.0032563803569056558,0.027500278797868125,-1.2325593284586915,1.5606629032693033,Depleted (Input)
Q9H6E5,TUT1,-4.673914943091635,20.20792999082683,-5.3107788016109,0.0032867487544643885,0.027706819086644942,-1.2422597204541574,1.5574133310353122,Depleted (Input)
P04908,H2AC4,-1.2940700380148797,30.91617218022401,-5.307527800493516,0.0032954217422010534,0.027730056922255542,-1.2450141657107965,1.5570492389329171,Depleted (Input)
Q8TE04,PANK1,-4.741242846463646,20.241593942512836,-5.289114574357707,0.003345054364506507,0.028097257717637988,-1.2606432796783222,1.5513360650135783,Depleted (Input)
Q92804,TAF15,-1.4533287385937506,27.875440562140678,-5.282418121684203,0.0033633217617724605,0.028200159387169094,-1.2663391708977931,1.5497484370433197,Depleted (Input)
Q15043,SLC39A14,-4.7509303343685225,20.246437686465274,-5.268317892172821,0.0034021702699161844,0.028428099136330463,-1.278353486537255,1.5462521787267887,Depleted (Input)
P49247,RPIA,-4.609514650902685,20.175729844732356,-5.267802895209422,0.003403599111111005,0.028428099136330463,-1.2787928345550439,1.5462521787267887,Depleted (Input)
P22670,RFX1,-4.737782122716542,20.239863580639284,-5.265965313119612,0.003408703160788931,0.028428099136330463,-1.2803607992196246,1.5462521787267887,Depleted (Input)
P26583,HMGB2,-2.445442953282164,27.454724578601486,-5.2587629538429574,0.0034287951417853344,0.028520862709653608,-1.2865110516596614,1.5448373419206134,Depleted (Input)
Q96EK9,KTI12,-4.764587593460153,20.25326631601109,-5.257620017668501,0.003431996280828811,0.028520862709653608,-1.2874877118446042,1.5448373419206134,Depleted (Input)
Q92626,PXDN,-4.722487532392975,20.232216285477502,-5.2446160723417705,0.0034686657933707937,0.028753831861930722,-1.2986129936743875,1.5413042711273732,Depleted (Input)
O95602,POLR1A,1.5976135922209416,25.2466943410229,5.243336175607926,0.0034722997298597797,0.028753831861930722,-1.2997092952203806,1.5413042711273732,Enriched (Pulldown)
Q96CU9,FOXRED1,5.7095105613075425,21.3148780320946,5.240261580478984,0.0034810475160972697,0.028775431583682367,-1.3023438143095056,1.540978153953388,Enriched (Pulldown)
Q15119,PDK2,5.5294015665755865,21.224823534728625,5.2048957023221964,0.003583551916049749,0.029570612377685164,-1.332745395793319,1.529139681578188,Enriched (Pulldown)
Q9UJZ1,STOML2,-1.2553075483228433,27.527208951034655,-5.19233851492163,0.0036207963946052984,0.029778357525629497,-1.3435833219314581,1.5260992601509185,Depleted (Input)
Q96C57,CUSTOS,-4.812569568063132,20.27725730331258,-5.19204669218886,0.003621667319865453,0.029778357525629497,-1.343835460986483,1.5260992601509185,Depleted (Input)
Q86Y91,KIF18B,-4.811631229667643,20.276788134114835,-5.189998156646071,0.003627787955437261,0.029778357525629497,-1.3456057721914236,1.5260992601509185,Depleted (Input)
Q6P1X6,C8orf82,-3.180336131484701,19.46114058502337,-5.181265916383759,0.003654014654848547,0.029933291751975538,-1.3531588489555766,1.523845521345235,Depleted (Input)
Q9BV19,C1orf50,-4.806532319375968,20.274238678969,-5.178828067767486,0.003661376223246856,0.029933291751975538,-1.355269474337705,1.523845521345235,Depleted (Input)
